step,epoch,loss,eval_loss,learning_rate,grad_norm,eval_mse,eval_mae,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
10,0.004,6.763301849365234,,1.9984e-05,38.82538604736328,,,,,,,,,,
20,0.008,2.3784717559814452,,1.9960000000000002e-05,34.644832611083984,,,,,,,,,,
30,0.012,2.0460418701171874,,1.9933333333333334e-05,41.630313873291016,,,,,,,,,,
40,0.016,1.9822002410888673,,1.9906666666666667e-05,14.04288101196289,,,,,,,,,,
50,0.02,1.6677705764770507,,1.9880000000000003e-05,71.56217956542969,,,,,,,,,,
60,0.024,1.6252361297607423,,1.9853333333333335e-05,31.526033401489258,,,,,,,,,,
70,0.028,1.8048093795776368,,1.9826666666666668e-05,19.951751708984375,,,,,,,,,,
80,0.032,1.437433624267578,,1.98e-05,15.829893112182617,,,,,,,,,,
90,0.036,1.3114880561828612,,1.9773333333333336e-05,31.893285751342773,,,,,,,,,,
100,0.04,1.0615379333496093,,1.974666666666667e-05,39.79671096801758,,,,,,,,,,
100,0.04,,1.2846553325653076,,,1.2846553325653076,0.7576610445976257,26.3006,380.22,23.764,,,,,
110,0.044,1.2533817291259766,,1.972e-05,18.148836135864258,,,,,,,,,,
120,0.048,1.007873821258545,,1.9693333333333337e-05,142.1968231201172,,,,,,,,,,
130,0.052,1.2795680046081543,,1.9666666666666666e-05,39.37385177612305,,,,,,,,,,
140,0.056,1.4123062133789062,,1.9640000000000002e-05,29.216995239257812,,,,,,,,,,
150,0.06,1.3752144813537597,,1.9613333333333334e-05,36.656002044677734,,,,,,,,,,
160,0.064,0.8094695091247559,,1.9586666666666667e-05,13.951308250427246,,,,,,,,,,
170,0.068,1.0915822029113769,,1.9560000000000002e-05,57.30382537841797,,,,,,,,,,
180,0.072,0.7626711368560791,,1.9533333333333335e-05,14.593266487121582,,,,,,,,,,
190,0.076,1.2535387039184571,,1.950666666666667e-05,38.65953063964844,,,,,,,,,,
200,0.08,1.0986016273498536,,1.948e-05,16.774478912353516,,,,,,,,,,
200,0.08,,0.8846059441566467,,,0.8846059441566467,0.6228322982788086,26.3532,379.46,23.716,,,,,
210,0.084,0.9798636436462402,,1.9453333333333336e-05,49.45313262939453,,,,,,,,,,
220,0.088,0.9952320098876953,,1.9426666666666668e-05,48.27108383178711,,,,,,,,,,
230,0.092,0.8323936462402344,,1.94e-05,39.83009719848633,,,,,,,,,,
240,0.096,1.04915189743042,,1.9373333333333336e-05,33.47995376586914,,,,,,,,,,
250,0.1,0.9744394302368165,,1.934666666666667e-05,35.90568542480469,,,,,,,,,,
260,0.104,0.8174978256225586,,1.932e-05,26.09307098388672,,,,,,,,,,
270,0.108,1.0023353576660157,,1.9293333333333334e-05,43.17874526977539,,,,,,,,,,
280,0.112,0.9796923637390137,,1.926666666666667e-05,33.339134216308594,,,,,,,,,,
290,0.116,0.8053440093994141,,1.9240000000000002e-05,27.063629150390625,,,,,,,,,,
300,0.12,0.7767684936523438,,1.9213333333333335e-05,23.722074508666992,,,,,,,,,,
300,0.12,,0.7917045950889587,,,0.791704535484314,0.48774170875549316,26.3397,379.655,23.728,,,,,
310,0.124,1.1044529914855956,,1.918666666666667e-05,31.549522399902344,,,,,,,,,,
320,0.128,0.9701059341430665,,1.916e-05,21.099288940429688,,,,,,,,,,
330,0.132,0.7171191215515137,,1.9133333333333335e-05,22.704238891601562,,,,,,,,,,
340,0.136,1.0295304298400878,,1.9106666666666668e-05,43.26779556274414,,,,,,,,,,
350,0.14,0.5561527252197266,,1.908e-05,10.418828010559082,,,,,,,,,,
360,0.144,1.0085860252380372,,1.9053333333333336e-05,37.700233459472656,,,,,,,,,,
370,0.148,1.0248735427856446,,1.9029333333333334e-05,41.924659729003906,,,,,,,,,,
380,0.152,0.809244441986084,,1.900266666666667e-05,24.645263671875,,,,,,,,,,
390,0.156,0.6899289608001709,,1.8976000000000003e-05,16.594955444335938,,,,,,,,,,
400,0.16,0.863909912109375,,1.8949333333333335e-05,51.45037078857422,,,,,,,,,,
400,0.16,,0.9498976469039917,,,0.9498976469039917,0.6913619041442871,26.089,383.304,23.956,,,,,
410,0.164,0.9156268119812012,,1.8922666666666668e-05,24.01790428161621,,,,,,,,,,
420,0.168,0.6443036079406739,,1.8896e-05,14.266472816467285,,,,,,,,,,
430,0.172,0.9397854804992676,,1.8869333333333336e-05,39.91455841064453,,,,,,,,,,
440,0.176,1.0332717895507812,,1.884266666666667e-05,41.80373001098633,,,,,,,,,,
450,0.18,0.7893007278442383,,1.8816e-05,30.323225021362305,,,,,,,,,,
460,0.184,0.6206933498382569,,1.8789333333333337e-05,38.006954193115234,,,,,,,,,,
470,0.188,0.9539583206176758,,1.876266666666667e-05,34.98922348022461,,,,,,,,,,
480,0.192,0.8000875473022461,,1.8736e-05,18.524213790893555,,,,,,,,,,
490,0.196,0.8966856956481933,,1.8709333333333334e-05,25.090368270874023,,,,,,,,,,
500,0.2,0.8300699234008789,,1.868266666666667e-05,23.793928146362305,,,,,,,,,,
500,0.2,,0.7986462116241455,,,0.7986462116241455,0.46914100646972656,26.1127,382.956,23.935,,,,,
510,0.204,0.7828384876251221,,1.8656000000000002e-05,22.31093406677246,,,,,,,,,,
520,0.208,0.5754996776580811,,1.8632e-05,29.7552490234375,,,,,,,,,,
530,0.212,1.0667409896850586,,1.8605333333333336e-05,51.08892822265625,,,,,,,,,,
540,0.216,0.8098669052124023,,1.857866666666667e-05,36.21282196044922,,,,,,,,,,
550,0.22,0.7243324756622315,,1.8552e-05,32.747440338134766,,,,,,,,,,
560,0.224,0.8343592643737793,,1.8525333333333334e-05,21.12519073486328,,,,,,,,,,
570,0.228,0.755807638168335,,1.849866666666667e-05,12.793909072875977,,,,,,,,,,
580,0.232,0.9166097640991211,,1.8472000000000002e-05,38.887733459472656,,,,,,,,,,
590,0.236,0.5282168388366699,,1.8445333333333334e-05,36.24954605102539,,,,,,,,,,
600,0.24,0.5173209190368653,,1.841866666666667e-05,29.477354049682617,,,,,,,,,,
600,0.24,,0.7405322194099426,,,0.7405322194099426,0.46871113777160645,26.0794,383.444,23.965,,,,,
610,0.244,0.8897660255432129,,1.8392e-05,29.227907180786133,,,,,,,,,,
620,0.248,0.7225821018218994,,1.8365333333333335e-05,30.813915252685547,,,,,,,,,,
630,0.252,0.9430459976196289,,1.8338666666666668e-05,18.381628036499023,,,,,,,,,,
640,0.256,0.6741230010986328,,1.8312e-05,30.479644775390625,,,,,,,,,,
650,0.26,1.053183650970459,,1.8285333333333336e-05,32.42525100708008,,,,,,,,,,
660,0.264,0.6540162563323975,,1.825866666666667e-05,23.45737075805664,,,,,,,,,,
670,0.268,0.7544885635375976,,1.8232e-05,20.156085968017578,,,,,,,,,,
680,0.272,0.758999252319336,,1.8205333333333333e-05,73.17179107666016,,,,,,,,,,
690,0.276,0.7212642192840576,,1.817866666666667e-05,18.424680709838867,,,,,,,,,,
700,0.28,1.0322420120239257,,1.8152000000000002e-05,31.481525421142578,,,,,,,,,,
700,0.28,,0.6468884944915771,,,0.6468884944915771,0.504255473613739,25.8637,386.642,24.165,,,,,
710,0.284,0.8889447212219238,,1.8125333333333334e-05,8.219545364379883,,,,,,,,,,
720,0.288,0.45235915184020997,,1.809866666666667e-05,15.9281587600708,,,,,,,,,,
730,0.292,0.8104363441467285,,1.8072e-05,39.881649017333984,,,,,,,,,,
740,0.296,0.4472707748413086,,1.8045333333333335e-05,19.69533348083496,,,,,,,,,,
750,0.3,0.4915924549102783,,1.8018666666666667e-05,6.048490047454834,,,,,,,,,,
760,0.304,0.8834558486938476,,1.7992e-05,20.903078079223633,,,,,,,,,,
770,0.308,0.8319164276123047,,1.7965333333333336e-05,19.313711166381836,,,,,,,,,,
780,0.312,0.492598819732666,,1.7938666666666668e-05,30.256816864013672,,,,,,,,,,
790,0.316,0.8971660614013672,,1.7912e-05,36.02714538574219,,,,,,,,,,
800,0.32,0.5350378513336181,,1.7885333333333333e-05,16.280961990356445,,,,,,,,,,
800,0.32,,0.687545895576477,,,0.6875458359718323,0.4242655634880066,26.1229,382.805,23.925,,,,,
810,0.324,0.3472618341445923,,1.785866666666667e-05,18.09949493408203,,,,,,,,,,
820,0.328,0.603704833984375,,1.7832e-05,17.41260528564453,,,,,,,,,,
830,0.332,0.6074474811553955,,1.7805333333333334e-05,36.04037094116211,,,,,,,,,,
840,0.336,0.7166747093200684,,1.777866666666667e-05,79.13145446777344,,,,,,,,,,
850,0.34,0.7488179683685303,,1.7752e-05,25.990568161010742,,,,,,,,,,
860,0.344,0.6850505352020264,,1.7725333333333335e-05,17.44154930114746,,,,,,,,,,
870,0.348,0.6961878299713135,,1.7698666666666667e-05,48.82529067993164,,,,,,,,,,
880,0.352,0.6190282821655273,,1.7672000000000003e-05,43.06535339355469,,,,,,,,,,
890,0.356,0.6174384117126465,,1.7645333333333335e-05,26.76007843017578,,,,,,,,,,
900,0.36,0.7600471019744873,,1.7618666666666668e-05,45.36320877075195,,,,,,,,,,
900,0.36,,0.6234483122825623,,,0.6234483122825623,0.41189315915107727,26.0267,384.221,24.014,,,,,
910,0.364,0.5969642639160156,,1.7592000000000004e-05,82.51554107666016,,,,,,,,,,
920,0.368,0.8117643356323242,,1.7565333333333333e-05,40.2547607421875,,,,,,,,,,
930,0.372,0.6133310317993164,,1.753866666666667e-05,43.73504638671875,,,,,,,,,,
940,0.376,0.59522705078125,,1.7512e-05,40.4310302734375,,,,,,,,,,
950,0.38,0.953485107421875,,1.7485333333333334e-05,50.554359436035156,,,,,,,,,,
960,0.384,0.6039938449859619,,1.745866666666667e-05,53.37950134277344,,,,,,,,,,
970,0.388,0.6012320041656494,,1.7432000000000002e-05,48.54508590698242,,,,,,,,,,
980,0.392,0.4213385105133057,,1.7405333333333334e-05,16.790842056274414,,,,,,,,,,
990,0.396,0.6800525665283204,,1.7378666666666667e-05,36.01808547973633,,,,,,,,,,
1000,0.4,0.7365071296691894,,1.7352000000000003e-05,49.71485900878906,,,,,,,,,,
1000,0.4,,0.6614604592323303,,,0.6614604592323303,0.47142860293388367,26.1007,383.132,23.946,,,,,
1010,0.404,0.7540102958679199,,1.7325333333333335e-05,16.572641372680664,,,,,,,,,,
1020,0.408,1.1785351753234863,,1.7298666666666668e-05,25.202777862548828,,,,,,,,,,
1030,0.412,0.7406894207000733,,1.7272000000000003e-05,26.63296890258789,,,,,,,,,,
1040,0.416,0.41849532127380373,,1.7245333333333332e-05,7.825591087341309,,,,,,,,,,
1050,0.42,0.8700644493103027,,1.7218666666666668e-05,30.391313552856445,,,,,,,,,,
1060,0.424,0.5441131114959716,,1.7192e-05,21.254976272583008,,,,,,,,,,
1070,0.428,0.6990824699401855,,1.7165333333333333e-05,50.8636589050293,,,,,,,,,,
1080,0.432,0.7139808654785156,,1.713866666666667e-05,23.57159996032715,,,,,,,,,,
1090,0.436,1.0025483131408692,,1.7112e-05,20.613004684448242,,,,,,,,,,
1100,0.44,0.951749038696289,,1.7085333333333334e-05,76.7001953125,,,,,,,,,,
1100,0.44,,0.5965824723243713,,,0.5965824723243713,0.43503281474113464,26.0037,384.561,24.035,,,,,
1110,0.444,0.5778433322906494,,1.7058666666666666e-05,23.20111846923828,,,,,,,,,,
1120,0.448,0.5434061050415039,,1.7032000000000002e-05,28.021892547607422,,,,,,,,,,
1130,0.452,0.6858561515808106,,1.7005333333333335e-05,24.34820556640625,,,,,,,,,,
1140,0.456,0.5293283462524414,,1.6978666666666667e-05,16.84746551513672,,,,,,,,,,
1150,0.46,0.6172587394714355,,1.6952000000000003e-05,8.0418062210083,,,,,,,,,,
1160,0.464,0.5585089683532715,,1.6925333333333332e-05,21.748882293701172,,,,,,,,,,
1170,0.468,0.5428906917572022,,1.6898666666666668e-05,32.96006393432617,,,,,,,,,,
1180,0.472,0.8451923370361328,,1.6872e-05,42.864601135253906,,,,,,,,,,
1190,0.476,0.6812459468841553,,1.6845333333333336e-05,18.58199119567871,,,,,,,,,,
1200,0.48,0.6217009544372558,,1.681866666666667e-05,20.357921600341797,,,,,,,,,,
1200,0.48,,0.6723498106002808,,,0.6723498702049255,0.378206342458725,25.9004,386.095,24.131,,,,,
1210,0.484,0.8192056655883789,,1.6792e-05,81.98345947265625,,,,,,,,,,
1220,0.488,0.48070597648620605,,1.6765333333333337e-05,17.511396408081055,,,,,,,,,,
1230,0.492,0.9096193313598633,,1.6738666666666666e-05,12.476663589477539,,,,,,,,,,
1240,0.496,0.36082332134246825,,1.6712000000000002e-05,16.179624557495117,,,,,,,,,,
1250,0.5,0.8573220252990723,,1.6685333333333334e-05,38.147621154785156,,,,,,,,,,
1260,0.504,1.1890125274658203,,1.6658666666666667e-05,37.47467041015625,,,,,,,,,,
1270,0.508,0.8704004287719727,,1.6632000000000003e-05,24.251588821411133,,,,,,,,,,
1280,0.512,0.6138583183288574,,1.6605333333333335e-05,55.823123931884766,,,,,,,,,,
1290,0.516,0.875339126586914,,1.6578666666666668e-05,58.55120849609375,,,,,,,,,,
1300,0.52,0.9171848297119141,,1.6552e-05,60.18568420410156,,,,,,,,,,
1300,0.52,,0.7102632522583008,,,0.7102632522583008,0.4382506310939789,25.876,386.459,24.154,,,,,
1310,0.524,0.9430556297302246,,1.6525333333333336e-05,53.47965621948242,,,,,,,,,,
1320,0.528,0.6476652145385742,,1.649866666666667e-05,43.00465393066406,,,,,,,,,,
1330,0.532,0.6751306056976318,,1.6472e-05,85.58004760742188,,,,,,,,,,
1340,0.536,0.6696735382080078,,1.6445333333333337e-05,17.13256072998047,,,,,,,,,,
1350,0.54,0.7770517349243165,,1.6418666666666666e-05,41.87687683105469,,,,,,,,,,
1360,0.544,0.8764736175537109,,1.6392e-05,24.000295639038086,,,,,,,,,,
1370,0.548,0.47086267471313475,,1.6365333333333334e-05,15.109107971191406,,,,,,,,,,
1380,0.552,0.44057044982910154,,1.6338666666666667e-05,50.63164138793945,,,,,,,,,,
1390,0.556,0.4732340335845947,,1.6312000000000002e-05,63.80309295654297,,,,,,,,,,
1400,0.56,0.5886459827423096,,1.6285333333333335e-05,18.874095916748047,,,,,,,,,,
1400,0.56,,0.6397563815116882,,,0.6397563815116882,0.3378533124923706,26.0829,383.393,23.962,,,,,
1410,0.564,0.6619729042053223,,1.6258666666666667e-05,6.838263988494873,,,,,,,,,,
1420,0.568,0.5960193634033203,,1.6232e-05,18.385696411132812,,,,,,,,,,
1430,0.572,0.7200965881347656,,1.6205333333333336e-05,33.07344055175781,,,,,,,,,,
1440,0.576,0.4375263214111328,,1.6178666666666668e-05,20.01772117614746,,,,,,,,,,
1450,0.58,0.6789865970611573,,1.6152e-05,18.782320022583008,,,,,,,,,,
1460,0.584,0.47595839500427245,,1.6125333333333336e-05,34.88005447387695,,,,,,,,,,
1470,0.588,0.38230702877044676,,1.6098666666666665e-05,20.750408172607422,,,,,,,,,,
1480,0.592,0.5766241073608398,,1.6072e-05,77.00912475585938,,,,,,,,,,
1490,0.596,0.5224130630493165,,1.6045333333333334e-05,13.550753593444824,,,,,,,,,,
1500,0.6,0.5848196506500244,,1.601866666666667e-05,44.545936584472656,,,,,,,,,,
1500,0.6,,0.5494060516357422,,,0.5494060516357422,0.4071321189403534,26.1312,382.685,23.918,,,,,
1510,0.604,1.0231287956237793,,1.5992000000000002e-05,33.429176330566406,,,,,,,,,,
1520,0.608,0.5899294853210449,,1.5965333333333335e-05,10.438004493713379,,,,,,,,,,
1530,0.612,0.6364688873291016,,1.593866666666667e-05,5.955608367919922,,,,,,,,,,
1540,0.616,0.9683819770812988,,1.5912e-05,38.82282257080078,,,,,,,,,,
1550,0.62,0.6280608177185059,,1.5885333333333335e-05,38.68692398071289,,,,,,,,,,
1560,0.624,0.45130200386047364,,1.5858666666666668e-05,67.12345123291016,,,,,,,,,,
1570,0.628,0.6340635776519775,,1.5832e-05,19.961606979370117,,,,,,,,,,
1580,0.632,0.6909616470336915,,1.5805333333333336e-05,76.50061798095703,,,,,,,,,,
1590,0.636,0.5660556793212891,,1.577866666666667e-05,56.09627151489258,,,,,,,,,,
1600,0.64,0.8702462196350098,,1.5752e-05,9.22813892364502,,,,,,,,,,
1600,0.64,,0.5925880074501038,,,0.5925880074501038,0.37944868206977844,26.0517,383.853,23.991,,,,,
1610,0.644,1.2127089500427246,,1.5725333333333333e-05,87.14791107177734,,,,,,,,,,
1620,0.648,0.4950719833374023,,1.569866666666667e-05,18.085607528686523,,,,,,,,,,
1630,0.652,0.6080716609954834,,1.5672000000000002e-05,29.330936431884766,,,,,,,,,,
1640,0.656,1.1402427673339843,,1.5645333333333334e-05,64.88887786865234,,,,,,,,,,
1650,0.66,0.585234546661377,,1.561866666666667e-05,14.062861442565918,,,,,,,,,,
1660,0.664,0.5160420894622803,,1.5592e-05,11.636332511901855,,,,,,,,,,
1670,0.668,0.40976533889770506,,1.5565333333333335e-05,32.549110412597656,,,,,,,,,,
1680,0.672,0.44709439277648927,,1.5538666666666667e-05,17.4390869140625,,,,,,,,,,
1690,0.676,0.45882353782653806,,1.5512e-05,21.809669494628906,,,,,,,,,,
1700,0.68,0.672274112701416,,1.5485333333333336e-05,16.4567813873291,,,,,,,,,,
1700,0.68,,0.5390202403068542,,,0.5390201807022095,0.33132535219192505,25.942,385.476,24.092,,,,,
1710,0.684,0.5254302501678467,,1.5458666666666668e-05,40.343624114990234,,,,,,,,,,
1720,0.688,0.5522667407989502,,1.5432e-05,8.496748924255371,,,,,,,,,,
1730,0.692,0.7390180110931397,,1.5405333333333333e-05,23.211681365966797,,,,,,,,,,
1740,0.696,0.3242539405822754,,1.537866666666667e-05,27.365970611572266,,,,,,,,,,
1750,0.7,0.8754250526428222,,1.5352e-05,24.978984832763672,,,,,,,,,,
1760,0.704,0.5383613586425782,,1.5325333333333334e-05,24.905864715576172,,,,,,,,,,
1770,0.708,0.5872957706451416,,1.529866666666667e-05,18.070558547973633,,,,,,,,,,
1780,0.712,0.4284402370452881,,1.5272e-05,37.956138610839844,,,,,,,,,,
1790,0.716,0.6165821075439453,,1.5245333333333335e-05,34.912010192871094,,,,,,,,,,
1800,0.72,0.3308634996414185,,1.5218666666666669e-05,10.413763999938965,,,,,,,,,,
1800,0.72,,0.5324959754943848,,,0.5324959754943848,0.3357755243778229,26.0419,383.997,24.0,,,,,
1810,0.724,0.6590421676635743,,1.5192000000000003e-05,7.932501792907715,,,,,,,,,,
1820,0.728,0.4597923278808594,,1.5165333333333334e-05,13.590892791748047,,,,,,,,,,
1830,0.732,0.6565275669097901,,1.5138666666666668e-05,37.414215087890625,,,,,,,,,,
1840,0.736,0.3191429853439331,,1.5112000000000002e-05,4.731815338134766,,,,,,,,,,
1850,0.74,0.40796666145324706,,1.5085333333333334e-05,19.447307586669922,,,,,,,,,,
1860,0.744,0.5776545524597168,,1.5058666666666669e-05,48.854583740234375,,,,,,,,,,
1870,0.748,0.6029693126678467,,1.5032000000000003e-05,10.873078346252441,,,,,,,,,,
1880,0.752,0.5150363445281982,,1.5005333333333334e-05,25.54242515563965,,,,,,,,,,
1890,0.756,0.9175601005554199,,1.4978666666666668e-05,14.7885103225708,,,,,,,,,,
1900,0.76,0.4996553897857666,,1.4952000000000002e-05,4.768299579620361,,,,,,,,,,
1900,0.76,,0.6311917901039124,,,0.6311918497085571,0.3651230037212372,26.0651,383.655,23.978,,,,,
1910,0.764,0.7641300201416016,,1.4925333333333334e-05,34.34065246582031,,,,,,,,,,
1920,0.768,0.5965075016021728,,1.4898666666666668e-05,2.7786996364593506,,,,,,,,,,
1930,0.772,0.4536872863769531,,1.4872000000000003e-05,132.34042358398438,,,,,,,,,,
1940,0.776,0.6430299758911133,,1.4845333333333333e-05,42.39862823486328,,,,,,,,,,
1950,0.78,0.6378242492675781,,1.4818666666666668e-05,22.35256004333496,,,,,,,,,,
1960,0.784,0.3655669927597046,,1.4792000000000002e-05,49.09498596191406,,,,,,,,,,
1970,0.788,0.5252527713775634,,1.4765333333333334e-05,14.324799537658691,,,,,,,,,,
1980,0.792,0.9147043228149414,,1.4738666666666668e-05,31.261798858642578,,,,,,,,,,
1990,0.796,0.5610226154327392,,1.4712000000000002e-05,18.02729606628418,,,,,,,,,,
2000,0.8,0.5078432083129882,,1.4685333333333333e-05,7.897114276885986,,,,,,,,,,
2000,0.8,,0.5413652658462524,,,0.5413652658462524,0.3387318253517151,25.9048,386.029,24.127,,,,,
2010,0.804,0.4553415775299072,,1.4658666666666667e-05,39.12506103515625,,,,,,,,,,
2020,0.808,0.3179558515548706,,1.4632000000000002e-05,16.248329162597656,,,,,,,,,,
2030,0.812,0.5242962837219238,,1.4605333333333334e-05,8.100858688354492,,,,,,,,,,
2040,0.816,0.46576404571533203,,1.4578666666666668e-05,2.2518317699432373,,,,,,,,,,
2050,0.82,0.49965248107910154,,1.4552000000000002e-05,49.34357833862305,,,,,,,,,,
2060,0.824,0.41095700263977053,,1.4525333333333333e-05,24.316200256347656,,,,,,,,,,
2070,0.828,0.8468161582946777,,1.4498666666666667e-05,15.905461311340332,,,,,,,,,,
2080,0.832,0.6087742328643799,,1.4472000000000001e-05,29.008216857910156,,,,,,,,,,
2090,0.836,0.7454749584197998,,1.4445333333333334e-05,15.380906105041504,,,,,,,,,,
2100,0.84,0.802532958984375,,1.4418666666666668e-05,19.870634078979492,,,,,,,,,,
2100,0.84,,0.4974563419818878,,,0.4974563419818878,0.36641615629196167,26.0485,383.9,23.994,,,,,
2110,0.844,0.6655039310455322,,1.4392000000000002e-05,12.010233879089355,,,,,,,,,,
2120,0.848,0.5407844066619873,,1.4365333333333336e-05,10.490992546081543,,,,,,,,,,
2130,0.852,0.4564554214477539,,1.4338666666666667e-05,32.83190155029297,,,,,,,,,,
2140,0.856,0.3373256206512451,,1.4312000000000001e-05,21.75533676147461,,,,,,,,,,
2150,0.86,0.43309569358825684,,1.4285333333333335e-05,12.969217300415039,,,,,,,,,,
2160,0.864,0.6926176071166992,,1.4258666666666668e-05,80.70553588867188,,,,,,,,,,
2170,0.868,0.5717697143554688,,1.4232000000000002e-05,23.79801368713379,,,,,,,,,,
2180,0.872,0.6037298679351807,,1.4205333333333336e-05,14.9097900390625,,,,,,,,,,
2190,0.876,0.5692453861236573,,1.4178666666666667e-05,38.9023551940918,,,,,,,,,,
2200,0.88,0.47411718368530276,,1.4152000000000001e-05,15.290242195129395,,,,,,,,,,
2200,0.88,,0.6220784783363342,,,0.622078537940979,0.34162071347236633,26.086,383.347,23.959,,,,,
2210,0.884,0.8628341674804687,,1.4125333333333335e-05,6.6749091148376465,,,,,,,,,,
2220,0.888,0.4220681667327881,,1.4098666666666668e-05,31.383718490600586,,,,,,,,,,
2230,0.892,0.34267826080322267,,1.4072000000000002e-05,9.780638694763184,,,,,,,,,,
2240,0.896,0.8122543334960938,,1.4045333333333336e-05,39.21759033203125,,,,,,,,,,
2250,0.9,0.5833817005157471,,1.4018666666666667e-05,115.57850646972656,,,,,,,,,,
2260,0.904,0.7704793453216553,,1.3992000000000001e-05,27.305450439453125,,,,,,,,,,
2270,0.908,0.5698090076446534,,1.3965333333333335e-05,15.955343246459961,,,,,,,,,,
2280,0.912,0.5191250801086426,,1.3938666666666667e-05,42.76097106933594,,,,,,,,,,
2290,0.916,0.659229326248169,,1.3912000000000002e-05,6.7160468101501465,,,,,,,,,,
2300,0.92,0.5322112560272216,,1.3885333333333336e-05,9.182756423950195,,,,,,,,,,
2300,0.92,,0.5006730556488037,,,0.5006730556488037,0.3137984275817871,26.0923,383.255,23.953,,,,,
2310,0.924,0.5169883728027344,,1.3858666666666667e-05,16.984081268310547,,,,,,,,,,
2320,0.928,0.4083861351013184,,1.3832e-05,93.2601089477539,,,,,,,,,,
2330,0.932,0.44862933158874513,,1.3805333333333335e-05,34.41737365722656,,,,,,,,,,
2340,0.936,0.5516216278076171,,1.3778666666666667e-05,271.04296875,,,,,,,,,,
2350,0.94,0.8320577621459961,,1.3752000000000001e-05,11.918023109436035,,,,,,,,,,
2360,0.944,0.7353891849517822,,1.3725333333333336e-05,89.26738739013672,,,,,,,,,,
2370,0.948,0.3463982820510864,,1.3698666666666666e-05,8.376995086669922,,,,,,,,,,
2380,0.952,0.9154787063598633,,1.3672e-05,9.769251823425293,,,,,,,,,,
2390,0.956,0.6877988815307617,,1.3645333333333335e-05,51.1650390625,,,,,,,,,,
2400,0.96,0.44152369499206545,,1.3618666666666667e-05,105.127685546875,,,,,,,,,,
2400,0.96,,0.4959801733493805,,,0.4959801733493805,0.298220694065094,26.1168,382.895,23.931,,,,,
2410,0.964,0.5794042587280274,,1.3592000000000001e-05,54.213958740234375,,,,,,,,,,
2420,0.968,0.5257267951965332,,1.3565333333333335e-05,7.434796333312988,,,,,,,,,,
2430,0.972,0.5137337684631348,,1.353866666666667e-05,12.189080238342285,,,,,,,,,,
2440,0.976,0.6443346500396728,,1.3512e-05,34.62247848510742,,,,,,,,,,
2450,0.98,0.8662189483642578,,1.3485333333333335e-05,52.849334716796875,,,,,,,,,,
2460,0.984,0.5570598602294922,,1.3458666666666669e-05,21.8709774017334,,,,,,,,,,
2470,0.988,0.6324104309082031,,1.3432000000000001e-05,14.391368865966797,,,,,,,,,,
2480,0.992,0.7810773372650146,,1.3405333333333335e-05,78.21114349365234,,,,,,,,,,
2490,0.996,0.6835186004638671,,1.337866666666667e-05,45.063751220703125,,,,,,,,,,
2500,1.0,0.4592071533203125,,1.3352e-05,9.232769012451172,,,,,,,,,,
2500,1.0,,0.4452539086341858,,,0.4452539086341858,0.2879767119884491,26.1399,382.558,23.91,,,,,
2510,1.004,0.6541839122772217,,1.3325333333333334e-05,8.084579467773438,,,,,,,,,,
2520,1.008,0.5053489685058594,,1.3298666666666669e-05,3.7637500762939453,,,,,,,,,,
2530,1.012,0.14831525087356567,,1.3272000000000001e-05,40.432716369628906,,,,,,,,,,
2540,1.016,0.46219167709350584,,1.3245333333333335e-05,64.38799285888672,,,,,,,,,,
